1. MGI accession id	3. marker symbol	6. Entrez gene id
MGI:5531354	Gm27972	null
MGI:5531355	Mir7036	102465627
MGI:5531356	Gm27974	null
MGI:5531357	Gm27975	null
MGI:5531358	Gm27976	null
MGI:5531359	Gm27977	null
MGI:5531360	Mir7084	102466221
MGI:5531361	Gm27979	null
MGI:5531362	Gm27980	null
MGI:5531363	Mir6406	102465219
MGI:5531364	Mir6238	102466619
MGI:5531366	Mir3620	102465782
MGI:5531367	Gm27985	null
MGI:5531368	Mir7235	102466822
MGI:5531369	Gm27987	null
MGI:5531370	Mir7026	102466216
MGI:5531371	Gm27989	null
MGI:5531372	Mir6912	102465550
MGI:5531373	Gm27991	null
MGI:5531374	Mir6403	102465216
MGI:5531375	Gm27993	null
MGI:5531376	Mir7016	102465615
MGI:5531377	Gm27995	null
MGI:5531378	Mir7669	102465771
MGI:5531379	Gm27997	null
MGI:5531380	Gm27998	null
MGI:5531381	Gm27999	null
MGI:5531382	Gm28000	null
MGI:5531383	Gm28001	null
MGI:5531384	Gm28002	null
MGI:5531385	Gm28003	null
MGI:5531386	Mir6397	102465213
MGI:5531387	Mir7236	102465713
MGI:5531388	Gm28006	null
MGI:5531389	Mir6420	102465228
MGI:5531390	Gm28008	null
MGI:5531391	Mir7223	102465705
MGI:5531392	Gm28010	null
MGI:5531393	Gm28011	null
MGI:5531394	Mir8115	102465902
MGI:5531395	Mir21c	102465212
MGI:5531396	Mir6404	102465217
MGI:5531397	Mir7664	102465989
MGI:5531398	Gm28016	null
MGI:5531399	Gm28017	null
MGI:5531400	Gm28018	null
MGI:5531401	Gm28019	null
MGI:5531402	Gm28020	null
MGI:5531403	Mir6385	102466639
MGI:5531404	Gm28022	null
MGI:5531405	Gm28023	108168222
MGI:5531406	Mir6998	102466214
MGI:5531407	Mir6239	102465148
MGI:5531408	Mir6363	102466634
MGI:5531409	Mir7212	102465698
MGI:5531410	Mir496b	102465218
MGI:5531411	Mir7010	102466991
MGI:5531412	Gm28030	null
MGI:5531413	Mir7067	102465984
MGI:5531414	Gm28032	null
MGI:5531415	Gm28033	null
MGI:5531416	Mir7663	102465768
MGI:5543919	Paupar	103164605
MGI:5546359	Xndc1	102443350
MGI:5546370	Xntrpc	102443351
MGI:5547771	Gm28035	null
MGI:5547772	Gm28036	null
MGI:5547773	Gm28037	null
MGI:5547774	Gm28038	null
MGI:5547775	Gm28039	null
MGI:5547776	Gm28040	null
MGI:5547777	Gm28041	null
MGI:5547778	Gm28042	102238433
MGI:5547779	Gm28043	106014251
MGI:5547780	Gm28044	null
MGI:5547782	Rdh16f1	null
MGI:5547783	Gm28047	null
MGI:5547784	Gm28048	null
MGI:5547786	Gm28050	102636013
MGI:5547787	Gm28051	null
MGI:5547788	Gm28052	null
MGI:5547789	Gm28053	null
MGI:5562721	Mir6896	102466987
MGI:5562722	Mir3535	null
MGI:5562723	Mir6902	102465544
MGI:5562724	Mir7682	102466847
MGI:5562725	Mir6906	102465546
MGI:5562726	Mir7215	102465987
MGI:5562727	Mir5615-1	100885825
MGI:5562728	Mir1191b	102465778
MGI:5562729	Mir6915	102465979
MGI:5562730	Mir216c	102465785
MGI:5562731	Mir6920	102465554
MGI:5562732	Mir6924	102466208
MGI:5562733	Mir6925	102465557
MGI:5562734	Mir451b	102466649
MGI:5562735	Mir7116	102465671
MGI:5562736	Mir6516	102465258
MGI:5562737	Mir3544	100885823
MGI:5562738	Mir3073b	100885836
MGI:5562739	Mir7094-1	102465663
MGI:5562740	Mir7210	102465697
MGI:5562741	Mir6947	102466209
MGI:5562742	Mir6948	102466771
MGI:5562743	Mir7118	102465672
MGI:5562744	Mir1291	102466255
MGI:5562745	Mir6962	102466774
MGI:5562746	Mir6964	102465581
MGI:5562747	Mir7214	102465700
MGI:5562748	Mir7217	102465701
MGI:5562749	Mir7218	102466228
MGI:5562750	Mir219c	102466848
MGI:5562751	Mir6976	102466778
MGI:5562752	Mir6994	102465601
MGI:5562753	Mir3084-1	100526521
MGI:5562754	Mir3084-2	null
MGI:5562755	Mir126b	102465787
MGI:5562756	Mir219b	102466839
MGI:5562757	Mir129b	102465777
MGI:5562758	Mir7004	102466784
MGI:5562759	Mir7657	102465764
MGI:5562760	Mir873b	102465229
MGI:5562761	Mir30f	102466650
MGI:5562762	Mir7015	102465614
MGI:5562763	Mir7227	102465707
MGI:5562764	Mir7021	102465618
MGI:5562765	Mir7229	102465709
MGI:5562766	Mir7230	102466821
MGI:5562767	Mir7228	102465708
MGI:5562768	Mir7232	102465711
MGI:5562769	Mir6375	102465195
MGI:5562770	Mir7661	102465766
MGI:5562771	Mir7042	102465631
MGI:5562772	Mir7231	102465710
MGI:5562773	Mir7233	102466996
MGI:5562774	Mir7649	102465757
MGI:5562775	Mir290b	102465789
MGI:5562776	Mir292b	102467000
MGI:5562777	Mir7055	102465638
MGI:5562778	Mir7234	102465712
MGI:5562779	Mir7061	102466219
MGI:5562780	Mir7686	null
MGI:5562781	Mir7238	102465714
MGI:5562782	Mir7073	102465650
MGI:5562783	Mir7650	null
MGI:5562784	Mir7090	102465661
MGI:5562785	Mir6384	102465202
MGI:5562786	Mir465d	102466239
MGI:5562787	Mir7092	102465662
MGI:5562788	Mir7646	102465755
MGI:5564803	Mannr	102636083
MGI:5568573	Rubie	100873094
MGI:5568843	Lncppara	102800312
MGI:5578739	Scgb1b13-ps	102636609
MGI:5578740	Scgb1b14-ps	null
MGI:5578741	Scgb1b16-ps	null
MGI:5578742	Scgb1b18	null
MGI:5578743	Scgb1b1-ps	null
MGI:5578744	Scgb1b25-ps	null
MGI:5578745	Scgb1b4-ps	null
MGI:5578746	Scgb1b5-ps	null
MGI:5578747	Scgb1b8-ps	102635172
MGI:5578748	Scgb1b9-ps	null
MGI:5578749	Scgb2b13-ps	102633333
MGI:5578750	Scgb2b14-ps	102636816
MGI:5578751	Scgb2b16-ps	102637284
MGI:5578752	Scgb2b28-ps	108167493
MGI:5578753	Scgb2b29-ps	102635608
MGI:5578754	Scgb2b31-ps	102636925
MGI:5578755	Scgb2b32-ps	null
MGI:5578756	Scgb2b4-ps	102632742
MGI:5578757	Scgb2b5-ps	null
MGI:5578758	Scgb2b8-ps	102632971
MGI:5578759	Scgb2b9-ps	102635511
MGI:5578760	Gm28054	null
MGI:5578761	Gm28055	null
MGI:5578763	Gm28057	null
MGI:5578764	Gm28058	null
MGI:5578765	Topbp1-ps1	108167498
MGI:5578766	Gm28060	null
MGI:5578767	Gm28061	null
MGI:5578769	Hand2os1	null
MGI:5578770	Gm28064	null
MGI:5578771	Gm28065	null
MGI:5578772	Gm28066	null
MGI:5578774	Gm28068	102636152
MGI:5578775	Gm28069	null
MGI:5578776	Gm28070	null
MGI:5578777	Gm28071	102636960
MGI:5578778	Gm28072	null
MGI:5578779	Gm28073	102638830
MGI:5578780	Gm28074	102639304
MGI:5578781	Gm28075	102631556
MGI:5578782	Gm28076	102640984
MGI:5578783	Gm28077	102631842
MGI:5578784	Gm28078	null
MGI:5578785	Gm28079	null
MGI:5578786	Gm28080	null
MGI:5578787	Gm28081	null
MGI:5578788	Gm28082	null
MGI:5578789	Gm28083	null
MGI:5578791	Gm28085	null
MGI:5578792	Gm28086	null
MGI:5578793	Gm28087	null
MGI:5578794	Gm28088	null
MGI:5578795	Gm28089	null
MGI:5578796	Gm28090	null
MGI:5578797	Gm28091	108168560
MGI:5578798	Gm28092	null
MGI:5578799	Gm28093	null
MGI:5578800	Gm28094	null
MGI:5578801	Gm28095	null
MGI:5578802	Gm28096	null
MGI:5578803	Gm28097	null
MGI:5578804	Gm28098	null
MGI:5578805	Gm28099	null
MGI:5578806	Gm28100	null
MGI:5578807	Gm28101	null
MGI:5578808	Gm28102	null
MGI:5578809	Gm28103	null
MGI:5578810	Gm28104	null
MGI:5578811	Gm28105	null
MGI:5578812	Gm28106	null
MGI:5578813	Gm28107	null
MGI:5578814	Gm28108	null
MGI:5578815	Gm28109	null
MGI:5578816	Gm28110	null
MGI:5578817	Gm28111	102636702
MGI:5578818	Gm28112	null
MGI:5578819	Gm28113	null
MGI:5578820	Gm28114	102637559
MGI:5578821	Gm28115	null
MGI:5578822	Gm28116	null
MGI:5578823	Gm28117	108168217
MGI:5578824	Gm28118	null
MGI:5578825	Gm28119	null
MGI:5578826	Gm28120	null
MGI:5578827	Gm28121	null
MGI:5578828	Gm28122	null
MGI:5578829	Gm28123	null
MGI:5578830	Gm28124	null
MGI:5578831	Gm28125	null
MGI:5578832	Gm28126	null
MGI:5578833	Gm28127	102633448
MGI:5578834	Gm28128	null
MGI:5578835	Gm28129	null
MGI:5578836	Gm28130	null
MGI:5578837	Gm28131	null
MGI:5578838	Gm28132	null
MGI:5578839	Gm28133	102640616
MGI:5578840	Gm28134	null
MGI:5578841	Gm28135	null
MGI:5578842	Gm28136	null
MGI:5578843	Gm28137	null
MGI:5578844	Gm28138	null
MGI:5578845	Gm28139	null
MGI:5578846	Gm28140	null
MGI:5578847	Gm28141	null
MGI:5578848	Gm28142	null
MGI:5578849	Gm28143	null
MGI:5578850	Gm28144	null
MGI:5578851	Gm28145	null
MGI:5578852	Gm28146	null
MGI:5578853	Gm28147	null
MGI:5578854	Gm28148	null
MGI:5578855	Gm28149	null
MGI:5578856	Gm28150	null
MGI:5578857	Gm28151	null
MGI:5578858	Gm28152	null
MGI:5578859	Gm28153	105243868
MGI:5578860	Gm28154	102634738
MGI:5578861	Gm28155	null
MGI:5578862	Gm28156	null
MGI:5578863	Gm28157	null
MGI:5578864	Gm28158	null
MGI:5578865	Gm28159	null
MGI:5578866	Gm28160	null
MGI:5578867	Gm28161	null
MGI:5578868	Gm28162	null
MGI:5578869	Gm28163	null
MGI:5578870	Gm28164	null
MGI:5578871	Gm28165	null
MGI:5578872	Gm28166	105243516
MGI:5578873	Gm28167	102637539
MGI:5578874	Gm28168	null
MGI:5578875	Gm28169	null
MGI:5578876	Gm28170	null
MGI:5578877	Gm28171	null
MGI:5578878	Gm28172	null
MGI:5578879	Gm28173	null
MGI:5578880	Gm28174	null
MGI:5578881	Gm28175	102640173
MGI:5578882	Gm28176	null
MGI:5578883	Gm28177	null
MGI:5578884	Gm28178	102634661
MGI:5578885	Gm28179	null
MGI:5578886	Gm28180	null
MGI:5578887	Gm28181	null
MGI:5578888	Gm28182	null
MGI:5578889	Gm28183	null
MGI:5578890	Gm28184	null
MGI:5578891	Gm28185	null
MGI:5578892	Gm28186	null
MGI:5578893	Gm28187	null
MGI:5578894	Gm28188	null
MGI:5578895	Gm28189	null
MGI:5578896	Gm28190	null
MGI:5578897	Gm28191	null
MGI:5578898	Gm28192	null
MGI:5578899	Gm28193	null
MGI:5578900	Gm28194	null
MGI:5578901	Gm28195	null
MGI:5578902	Gm28196	null
MGI:5578903	Gm28197	null
MGI:5578904	Gm28198	null
MGI:5578905	Gm28199	null
MGI:5578906	Gm28200	null
MGI:5578907	Gm28201	null
MGI:5578908	Gm28202	null
MGI:5578909	Gm28203	null
MGI:5578910	Gm28204	null
MGI:5578911	Gm28205	null
MGI:5578912	Gm28206	null
MGI:5578913	Gm28207	102640990
MGI:5578914	Gm28208	null
MGI:5578915	Gm28209	102636940
MGI:5578916	Gm28210	null
MGI:5578917	Gm28211	null
MGI:5578918	Gm28212	null
MGI:5578919	Gm28213	null
MGI:5578920	Gm28214	null
MGI:5578921	Gm28215	null
MGI:5578922	Gm28216	null
MGI:5578923	Gm28217	null
MGI:5578924	Gm28218	null
MGI:5578925	Gm28219	null
MGI:5578926	Gm28220	102640880
MGI:5578927	Gm28221	null
MGI:5578928	Gm28222	null
MGI:5578929	Gm28223	null
MGI:5578930	Gm28224	null
MGI:5578931	Gm28225	102633727
MGI:5578932	Gm28226	null
MGI:5578933	Gm28227	null
MGI:5578934	Gm28228	null
MGI:5578935	Gm28229	null
MGI:5578936	Gm28230	null
MGI:5578937	Gm28231	102640900
MGI:5578938	Gm28232	null
MGI:5578939	Gm28233	null
MGI:5578940	Gm28234	null
MGI:5578941	Gm28235	null
MGI:5578942	Gm28236	null
MGI:5578943	Gm28237	null
MGI:5578944	Gm28238	null
MGI:5578945	Gm28239	null
MGI:5578946	Gm28240	null
MGI:5578947	Gm28241	null
MGI:5578948	Gm28242	null
MGI:5578949	Gm28243	null
MGI:5578950	Gm28244	null
MGI:5578951	Gm28245	null
MGI:5578952	Gm28246	null
MGI:5578953	Gm28247	null
MGI:5578954	Gm28248	null
MGI:5578955	Gm28249	null
MGI:5578956	Gm28250	null
MGI:5578957	Gm28251	null
MGI:5578958	Gm28252	null
MGI:5578959	Gm28253	null
MGI:5578960	Gm28254	null
MGI:5578961	Gm28255	null
MGI:5578962	Gm28256	null
MGI:5578963	Gm28257	668377
MGI:5578964	Gm28258	102639158
MGI:5578965	Gm28259	null
MGI:5578966	Gm28260	102631847
MGI:5578967	Gm28261	null
MGI:5578968	Gm28262	null
MGI:5578969	Gm28263	null
MGI:5578970	Gm28264	null
MGI:5578971	Gm28265	null
MGI:5578972	Gm28266	null
MGI:5578973	Gm28267	null
MGI:5578974	Gm28268	null
MGI:5578975	Gm28269	100043180
MGI:5578976	Gm28270	null
MGI:5578977	Gm28271	null
MGI:5578978	Gm28272	null
MGI:5578979	Gm28273	null
MGI:5578980	Gm28274	null
MGI:5578981	Gm28275	null
MGI:5578982	Gm28276	null
MGI:5578983	Gm28277	null
MGI:5578984	Gm28278	null
MGI:5578985	Gm28279	null
MGI:5578986	Gm28280	102637257
MGI:5578987	Gm28281	null
MGI:5578988	Gm28282	105246681
MGI:5578989	Gm28283	null
MGI:5578990	Gm28284	102637518
MGI:5578991	Gm28285	null
MGI:5578992	Gm28286	null
MGI:5578993	Gm28287	null
MGI:5578994	Gm28288	null
MGI:5578995	Gm28289	null
MGI:5578996	Gm28290	null
MGI:5578997	Gm28291	102636613
MGI:5578998	Gm28292	null
MGI:5578999	Gm28293	null
MGI:5579000	Gm28294	null
MGI:5579001	Gm28295	null
MGI:5579002	Gm28296	null
MGI:5579003	Gm28297	null
MGI:5579004	Gm28298	null
MGI:5579005	Gm28299	null
MGI:5579006	Gm28300	105247288
MGI:5579007	Gm28301	102635002
MGI:5579008	Gm28302	null
MGI:5579009	Gm28303	null
MGI:5579010	Gm28304	null
MGI:5579011	Gm28305	null
MGI:5579012	Gm28306	null
MGI:5579013	Gm28307	null
MGI:5579014	Gm28308	null
MGI:5579015	Gm28309	null
MGI:5579016	Gm28310	null
MGI:5579017	Gm28311	null
MGI:5579018	Gm28312	null
MGI:5579019	Gm28313	null
MGI:5579020	Gm28314	null
MGI:5579021	Gm28315	null
MGI:5579022	Gm28316	null
MGI:5579023	Gm28317	null
MGI:5579024	Gm28318	null
MGI:5579025	Gm28319	null
MGI:5579026	Gm28320	null
MGI:5579027	Gm28321	102633780
MGI:5579028	Gm28322	null
MGI:5579029	Gm28323	null
MGI:5579030	Gm28324	null
MGI:5579031	Gm28325	null
MGI:5579032	Gm28326	102635519
MGI:5579033	Gm28327	null
MGI:5579034	Gm28328	null
MGI:5579035	Gm28329	null
MGI:5579036	Gm28330	null
MGI:5579037	Gm28331	null
MGI:5579038	Gm28332	null
MGI:5579039	Gm28333	null
MGI:5579040	Gm28334	null
MGI:5579041	Gm28335	null
MGI:5579042	Gm28336	null
MGI:5579043	Gm28337	null
MGI:5579044	Gm28338	null
MGI:5579045	Gm28339	null
MGI:5579046	Gm28340	null
MGI:5579047	Gm28341	108167596
MGI:5579048	Gm28342	null
MGI:5579049	Gm28343	108167808
MGI:5579050	Gm28344	null
MGI:5579051	Gm28345	null
MGI:5579052	Gm28346	null
MGI:5579053	Gm28347	102632179
MGI:5579054	Gm28348	null
MGI:5579055	Gm28349	null
MGI:5579056	Gm28350	null
MGI:5579057	Gm28351	null
MGI:5579058	Gm28352	null
MGI:5579059	Gm28353	null
MGI:5579060	Gm28354	null
MGI:5579061	Gm28355	null
MGI:5579062	Gm28356	null
MGI:5579063	Gm28357	102632447
MGI:5579064	Gm28358	null
MGI:5579065	Gm28359	null
MGI:5579066	Gm28360	null
MGI:5579067	Gm28361	null
MGI:5579068	Gm28362	null
MGI:5579069	Gm28363	108167601
MGI:5579070	Gm28364	108167628
MGI:5579071	Gm28365	102633766
MGI:5579072	Gm28366	null
MGI:5579073	Gm28367	null
MGI:5579074	Gm28368	null
MGI:5579075	Gm28369	null
MGI:5579076	Gm28370	null
MGI:5579077	Gm28371	null
MGI:5579078	Gm28372	null
MGI:5579079	Gm28373	null
MGI:5579080	Gm28374	null
MGI:5579081	Gm28375	102635655
MGI:5579082	Gm28376	null
MGI:5579083	Gm28377	null
MGI:5579085	Gm28379	null
MGI:5579086	Gm28380	102639494
MGI:5579087	Gm28381	null
MGI:5579088	Gm28382	102639373
MGI:5579089	Gm28383	null
MGI:5579090	Gm28384	101056051
MGI:5579091	Gm28385	null
MGI:5579092	Gm28386	null
MGI:5579093	Gm28387	null
MGI:5579094	Gm28388	null
MGI:5579095	Gm28389	null
MGI:5579096	Gm28390	null
MGI:5579097	Gm28391	null
MGI:5579098	Gm28392	null
MGI:5579099	Gm28393	null
MGI:5579100	Gm28394	null
MGI:5579101	Gm28395	null
MGI:5579102	Gm28396	null
MGI:5579103	Gm28397	null
MGI:5579104	Gm28398	null
MGI:5579105	Gm28399	null
MGI:5579106	Gm28400	null
MGI:5579107	Gm28401	105243874
MGI:5579108	Gm28402	null
MGI:5579109	Gm28403	105246674
MGI:5579110	Gm28404	null
MGI:5579111	Gm28405	null
MGI:5579112	Gm28406	null
MGI:5579113	Gm28407	null
MGI:5579114	Gm28408	101056033
MGI:5579115	Gm28409	null
MGI:5579116	Gm28410	null
MGI:5579117	Gm28411	102636957
MGI:5579118	Gm28412	null
MGI:5579119	Gm28413	null
MGI:5579120	Gm28414	null
MGI:5579121	Gm28415	null
MGI:5579122	Gm28416	null
MGI:5579123	Gm28417	null
MGI:5579124	Gm28418	null
MGI:5579125	Gm28419	102635016
MGI:5579126	Gm28420	null
MGI:5579127	Gm28421	null
MGI:5579128	Gm28422	102634458
MGI:5579129	Gm28423	null
MGI:5579130	Gm28424	null
MGI:5579131	Gm28425	null
MGI:5579132	Gm28426	null
MGI:5579133	Gm28427	null
MGI:5579134	Gm28428	null
MGI:5579135	Gm28429	null
MGI:5579136	Gm28430	null
MGI:5579137	Gm28431	null
MGI:5579138	Gm28432	null
MGI:5579139	Gm28433	null
MGI:5579140	Gm28434	null
MGI:5579141	Gm28435	null
MGI:5579142	Gm28436	null
MGI:5579143	Gm28437	null
MGI:5579144	Gm28438	null
MGI:5579145	Gm28439	null
MGI:5579146	Gm28440	null
MGI:5579147	Gm28441	102633688
MGI:5579148	Gm28442	102637207
MGI:5579149	Gm28443	null
MGI:5579150	Gm28444	null
MGI:5579151	Gm28445	null
MGI:5579152	Gm28446	null
MGI:5579153	Gm28447	null
MGI:5579154	Gm28448	null
MGI:5579155	Gm28449	null
MGI:5579156	Gm28450	null
MGI:5579157	Gm28451	null
MGI:5579158	Gm28452	null
MGI:5579159	Gm28453	545951
MGI:5579160	Gm28454	null
MGI:5579161	Gm28455	101056047
MGI:5579162	Gm28456	null
MGI:5579163	Gm28457	null
MGI:5579164	Gm28458	null
MGI:5579165	Gm28459	null
MGI:5579166	Gm28460	null
MGI:5579167	Gm28461	null
MGI:5579168	Gm28462	null
MGI:5579169	Gm28463	null
MGI:5579170	Gm28464	null
MGI:5579171	Gm28465	null
MGI:5579172	Gm28466	null
MGI:5579173	Gm28467	null
MGI:5579174	Gm28468	null
MGI:5579175	Gm28469	null
MGI:5579176	Gm28470	null
MGI:5579177	Gm28471	null
MGI:5579178	Gm28472	null
MGI:5579179	Gm28473	null
MGI:5579180	Gm28474	null
MGI:5579181	Gm28475	null
MGI:5579182	Gm28476	null
MGI:5579183	Gm28477	null
MGI:5579184	Gm28478	null
MGI:5579185	Gm28479	null
MGI:5579186	Gm28480	null
MGI:5579187	Gm28481	null
MGI:5579188	Gm28482	null
MGI:5579189	Gm28483	null
MGI:5579190	Gm28484	null
MGI:5579191	Gm28485	null
MGI:5579192	Gm28486	102638642
MGI:5579193	Gm28487	null
MGI:5579194	Gm28488	null
MGI:5579195	Gm28489	null
MGI:5579196	Gm28490	102639191
MGI:5579197	Gm28491	null
MGI:5579198	Gm28492	null
MGI:5579199	Gm28493	null
MGI:5579200	Gm28494	null
MGI:5579201	Gm28495	null
MGI:5579202	Gm28496	null
MGI:5579203	Gm28497	102640814
MGI:5579204	Gm28498	null
MGI:5579205	Gm28499	105246656
MGI:5579206	Gm28500	105246716
MGI:5579207	Gm28501	null
MGI:5579208	Gm28502	null
MGI:5579209	Gm28503	null
MGI:5579210	Gm28504	102635961
MGI:5579211	Gm28505	null
MGI:5579212	Gm28506	null
MGI:5579213	Gm28507	null
MGI:5579214	Gm28508	null
MGI:5579215	Gm28509	null
MGI:5579216	Gm28510	null
MGI:5579217	Gm28511	108167544
MGI:5579218	Gm28512	null
MGI:5579219	Gm28513	null
MGI:5579220	Gm28514	null
MGI:5579221	Gm28515	null
MGI:5579222	Gm28516	105243253
MGI:5579223	Gm28517	null
MGI:5579224	Gm28518	102635891
MGI:5579225	Gm28519	null
MGI:5579226	Gm28520	null
MGI:5579227	Gm28521	null
MGI:5579228	Gm28522	102637397
MGI:5579229	Gm28523	102632597
MGI:5579231	Dalir	104940697
MGI:5579232	Gm28526	null
MGI:5579233	Gm28527	null
MGI:5579234	Gm28528	null
MGI:5579235	Gm28529	null
MGI:5579236	Gm28530	102639990
MGI:5579237	Gm28531	null
MGI:5579238	Gm28532	null
MGI:5579239	Gm28533	null
MGI:5579240	Gm28534	null
MGI:5579241	Gm28535	105246665
MGI:5579242	Gm28536	null
MGI:5579243	Gm28537	null
MGI:5579244	Gm28538	null
MGI:5579245	Gm28539	null
MGI:5579246	Gm28540	null
MGI:5579247	Gm28541	null
MGI:5579248	Gm28542	null
MGI:5579249	Gm28543	null
MGI:5579251	Gm28545	null
MGI:5579252	Gm28546	null
MGI:5579253	Gm28547	null
MGI:5579254	Gm28548	102636046
MGI:5579255	Gm28549	null
MGI:5579256	Gm28550	null
MGI:5579257	Gm28551	null
MGI:5579258	Gm28552	101696218
MGI:5579259	Gm28553	108168590
MGI:5579260	Gm28554	null
MGI:5579262	Gm28556	null
MGI:5579263	Gm28557	null
MGI:5579264	Gm28558	null
MGI:5579265	Gm28559	null
MGI:5579266	Gm28560	null
MGI:5579267	Gm28561	null
MGI:5579269	Gm28563	null
MGI:5579270	Gm28564	null
MGI:5579271	Gm28565	null
MGI:5579272	Gm28566	null
MGI:5579273	Gm28567	null
MGI:5579274	Gm28568	null
MGI:5579275	Gm28569	null
MGI:5579276	Gm28570	null
MGI:5579277	Gm28571	null
MGI:5579278	Gm28572	null
MGI:5579279	Gm28573	null
MGI:5579280	Gm28574	null
MGI:5579281	Gm28575	null
MGI:5579282	Gm28576	101056210
MGI:5579283	Gm28577	null
MGI:5579284	Gm28578	102639970
MGI:5579285	Gm28579	null
MGI:5579286	Gm28580	null
MGI:5579287	Gm28581	null
MGI:5579289	Gm28583	null
MGI:5579290	Gm28584	null
MGI:5579291	Gm28585	null
MGI:5579292	Gm28586	null
MGI:5579293	Gm28587	null
MGI:5579294	Gm28588	null
MGI:5579295	Gm28589	null
MGI:5579296	Gm28590	102638832
MGI:5579297	Gm28591	null
MGI:5579298	Gm28592	null
MGI:5579299	Gm28593	null
MGI:5579300	Gm28594	null
MGI:5579301	Gm28595	null
MGI:5579302	Gm28596	null
MGI:5579303	Gm28597	105247283
MGI:5579304	Gm28598	null
MGI:5579305	Gm28599	null
MGI:5579306	Gm28600	null
MGI:5579307	Tmem167-ps1	101055841
MGI:5579309	Gm28603	null
MGI:5579310	Gm28604	null
MGI:5579312	Gm28606	102635761
MGI:5579313	Gm28607	null
MGI:5579314	Gm28608	null
MGI:5579315	Gm28609	102633532
MGI:5579316	Gm28610	null
MGI:5579317	Gm28611	null
MGI:5579318	Gm28612	null
MGI:5579319	Gm28613	null
MGI:5579320	Gm28614	null
MGI:5579321	Gm28615	null
MGI:5579322	Gm28616	null
MGI:5579323	Gm28617	102633375
MGI:5579324	Gm28618	null
MGI:5579325	Gm28619	null
MGI:5579326	Gm28620	null
MGI:5579327	Gm28621	null
MGI:5579328	Gm28622	null
MGI:5579329	Gm28623	null
MGI:5579330	Gm28624	null
MGI:5579331	Gm28625	null
MGI:5579332	Gm28626	102635143
MGI:5579333	Gm28627	null
MGI:5579334	Gm28628	null
MGI:5579335	Gm28629	null
MGI:5579336	Gm28630	null
MGI:5579337	Gm28631	null
MGI:5579338	Gm28632	null
MGI:5579339	Gm28633	null
MGI:5579340	Gm28634	null
MGI:5579341	Gm28635	null
MGI:5579342	Gm28636	null
MGI:5579343	Gm28637	null
MGI:5579344	Gm28638	null
MGI:5579345	Gm28639	null
MGI:5579346	Gm28640	null
MGI:5579347	Gm28641	null
MGI:5579349	Gm28643	102632352
MGI:5579350	Gm28644	102634159
MGI:5579351	Gm28645	null
MGI:5579352	Gm28646	null
MGI:5579353	Gm28647	null
MGI:5579354	Gm28648	null
MGI:5579355	Gm28649	101056088
MGI:5579356	Gm28650	null
MGI:5579357	Gm28651	102640484
MGI:5579358	Gm28652	null
MGI:5579359	Gm28653	null
MGI:5579360	Gm28654	null
MGI:5579361	Gm28655	null
MGI:5579362	Gm28656	null
MGI:5579363	Gm28657	null
MGI:5579364	Gm28658	null
MGI:5579365	Gm28659	null
MGI:5579366	Gm28660	null
MGI:5579367	Gm28661	null
MGI:5579368	Gm28662	null
MGI:5579369	Gm28663	null
MGI:5579370	Gm28664	null
MGI:5579371	Gm28665	null
MGI:5579372	Gm28666	null
MGI:5579373	Gm28667	null
MGI:5579374	Gm28668	null
MGI:5579375	Gm28669	null
MGI:5579376	Gm28670	null
MGI:5579377	Gm28671	null
MGI:5579378	Gm28672	null
MGI:5579379	Gm28673	null
MGI:5579380	Gm28674	null
MGI:5579381	Gm28675	null
MGI:5579382	Gm28676	null
MGI:5579383	Gm28677	null
MGI:5579384	Gm28678	null
MGI:5579385	Gm28679	null
MGI:5579386	Gm28680	null
MGI:5579387	Gm28681	null
MGI:5579388	Gm28682	null
MGI:5579389	Gm28683	null
MGI:5579390	Gm28684	null
MGI:5579391	Gm28685	null
MGI:5579392	Gm28686	null
MGI:5579393	Gm28687	null
MGI:5579394	Gm28688	null
MGI:5579395	Gm28689	null
MGI:5579396	Gm28690	null
MGI:5579397	Gm28691	null
MGI:5579398	Gm28692	null
MGI:5579399	Gm28693	null
MGI:5579400	Gm28694	null
MGI:5579401	Gm28695	null
MGI:5579402	Gm28696	null
MGI:5579403	Gm28697	null
MGI:5579404	Gm28698	null
MGI:5579405	Gm28699	null
MGI:5579406	Gm28700	null
MGI:5579407	Gm28701	null
MGI:5579408	Gm28702	null
MGI:5579409	Gm28703	102633152
MGI:5579410	Gm28704	null
MGI:5579411	Gm28705	null
MGI:5579412	Gm28706	null
MGI:5579413	Gm28707	108168079
MGI:5579415	Gm28709	null
MGI:5579416	Gm28710	102640594
MGI:5579422	Gm28716	null
MGI:5579423	Gm28717	null
MGI:5579424	Gm28718	null
MGI:5579425	Gm28719	null
MGI:5579426	Gm28720	null
MGI:5579427	Gm28721	null
MGI:5579428	Gm28722	105246660
MGI:5579429	Gm28723	null
MGI:5579430	Gm28724	null
MGI:5579431	Gm28725	null
MGI:5579432	Gm28726	null
MGI:5579433	Gm28727	null
MGI:5579434	Gm28728	null
MGI:5579435	Gm28729	102635744
MGI:5579436	Gm28730	null
MGI:5579437	Gm28731	null
MGI:5579438	Gm28732	null
MGI:5579439	Gm28733	null
MGI:5579440	Gm28734	null
MGI:5579441	Gm28735	null
MGI:5579442	Gm28736	null
MGI:5579443	Gm28737	null
MGI:5579444	Gm28738	null
