1. MGI accession id	3. marker symbol	6. Entrez gene id
MGI:101875	Thpo	21832
MGI:101876	Tead1	21676
MGI:101877	Tcf12	21406
MGI:101878	Ccl8	20307
MGI:101884	Ppard	19015
MGI:101893	Pou5f1	18999
MGI:101894	Pou3f4	18994
MGI:101895	Pou3f2	18992
MGI:101896	Pou3f1	18991
MGI:101897	Pou2f2	18987
MGI:101898	Pou2f1	18986
MGI:101899	Pla2g5	18784
MGI:101900	Mmp14	17387
MGI:101901	Klra7	16638
MGI:101902	Klra6	16637
MGI:101903	Klra5	16636
MGI:101904	Klra4	16635
MGI:101905	Klra3	16634
MGI:101906	Klra2	16633
MGI:101907	Klra1	16627
MGI:101908	Gpr3	14748
MGI:101909	Gpr12	14738
MGI:101910	F2rl1	14063
MGI:101911	Dusp2	13537
MGI:101912	Dad1	13135
MGI:101913	Chml	12663
MGI:101914	Calb2	12308
MGI:101916	Fabp7	12140
MGI:101917	Bcap29	12033
MGI:101918	Akr1b7	11997
MGI:101919	Ap1g1	11765
MGI:101920	Ap2a2	11772
MGI:101921	Ap2a1	11771
MGI:101922	Tnc	21923
MGI:101924	Slc12a2	20496
MGI:101925	Krt13	16663
MGI:101926	Dlx5	13395
MGI:101927	Dlx6	13396
MGI:101929	Fabp3-ps1	14074
MGI:101931	Slc1a2	20511
MGI:101932	Cpe	12876
MGI:101934	Tfdp1	21781
MGI:101937	Pkib	18768
MGI:101938	Mlh1	17350
MGI:101939	Hmgcs2	15360
MGI:101940	Arhgdib	11857
MGI:101941	E2f1	13555
MGI:101946	Car5a	12352
MGI:101947	Hnrnpd	11991
MGI:101948	Wnt11	22411
MGI:101949	Rad52	19365
MGI:101950	Calcr	12311
MGI:102462	Slc9a1	20544
MGI:102463	Nfatc2	18019
MGI:102465	Tex2	21763
MGI:102467	Ptpn14	19250
MGI:102468	Pla2r1	18779
MGI:102469	Nfatc1	18018
MGI:102470	mt-Ty	17747
MGI:102471	mt-Tw	17746
MGI:102472	mt-Tv	17745
MGI:102473	mt-Tt	17744
MGI:102474	mt-Ts2	17743
MGI:102475	mt-Ts1	17742
MGI:102476	mt-Tr	17741
MGI:102477	mt-Tq	17740
MGI:102478	mt-Tp	17739
MGI:102479	mt-Tn	17738
MGI:102480	mt-Tm	17737
MGI:102481	mt-Tl2	17736
MGI:102482	mt-Tl1	17735
MGI:102483	mt-Tk	17734
MGI:102484	mt-Ti	17733
MGI:102485	mt-Th	17732
MGI:102486	mt-Tg	17731
MGI:102487	mt-Tf	17730
MGI:102488	mt-Te	17729
MGI:102489	mt-Td	17728
MGI:102490	mt-Tc	17727
MGI:102491	mt-Ta	17726
MGI:102492	mt-Rnr2	17725
MGI:102493	mt-Rnr1	17724
MGI:102495	mt-Nd6	17722
MGI:102496	mt-Nd5	17721
MGI:102497	mt-Nd4l	17720
MGI:102498	mt-Nd4	17719
MGI:102499	mt-Nd3	17718
MGI:102500	mt-Nd2	17717
MGI:102501	mt-Cytb	17711
MGI:102502	mt-Co3	17710
MGI:102503	mt-Co2	17709
MGI:102504	mt-Co1	17708
MGI:102509	Defa31	13226
MGI:102518	Adam3	11497
MGI:102519	Cst3	13010
MGI:102520	Phb2	12034
MGI:102522	Cacnb1	12295
MGI:102523	Pou4f3	18998
MGI:102524	Pou4f2	18997
MGI:102525	Pou4f1	18996
MGI:102537	Nat3	17962
MGI:102539	Tbx6	21389
MGI:102541	Tbx5	21388
MGI:102547	Fau	14109
MGI:102548	Tsc2	22084
MGI:102551	Ccnf	12449
MGI:102552	Crisp3	11572
MGI:102553	Crisp1	11571
MGI:102556	Tbx4	21387
MGI:102563	Dct	13190
MGI:102564	Pou3f3	18993
MGI:102565	Pou2f3	18988
MGI:102567	Nrl	18185
MGI:102570	Ndp	17986
MGI:102579	Nmt1	18107
MGI:102581	Rdh11	17252
MGI:102643	Myh11	17880
MGI:102657	Cdc34	216150
MGI:102663	Kcnd2	16508
MGI:102666	Ppp5c	19060
MGI:102667	Pmp2	18857
MGI:102668	Lcn4	16821
MGI:102669	Lcn3	16820
MGI:102670	Ddx4	13206
MGI:102672	Runx3	12399
MGI:102673	Lhx3	16871
MGI:102674	Umod	22242
MGI:102675	Crym	12971
MGI:102676	Abcc1	17250
MGI:102682	Llgl1	16897
MGI:102683	Grb7	14786
MGI:102685	Cdc27	217232
MGI:102687	Bcl2a1a	12044
MGI:102688	H2afx	15270
MGI:102690	Srm	20810
MGI:102694	Ptprm	19274
MGI:102695	Ptprf	19268
MGI:102696	Pip	18716
MGI:102697	Olfr3	18328
MGI:102698	Olfr1	258923
MGI:102699	Mtcp1	17763
MGI:102700	Itga7	16404
MGI:102701	Lilrb4a	14728
MGI:102702	Lilr4b	14727
MGI:102703	Gng4	14706
MGI:102704	Gng3	14704
MGI:102705	Gng2	14702
MGI:102706	Fdft1	14137
MGI:102707	Efna2	13637
MGI:102708	Efnb1	13641
MGI:102709	Cav1	12389
MGI:102716	Cryba4	12959
MGI:102717	Crybb3	12962
MGI:102718	Vav2	22325
MGI:102720	Ednrb	13618
MGI:102722	Pcnt	18541
MGI:102724	Tpp2	22019
MGI:102725	Polr2k	17749
MGI:102726	Dck	13178
MGI:102738	Guca2a	14915
MGI:102744	Nelfe	27632
MGI:102749	Trim25	217069
MGI:102755	Zbtb7b	22724
MGI:102756	Try5	103964
MGI:102757	Try4	22074
MGI:102758	Prss3	22073
MGI:102759	Prss2	22072
MGI:102760	Star	20845
MGI:102762	Smr2	20600
MGI:102763	Smr3a	20599
MGI:102764	Six3	20473
MGI:102765	Ptprn	19275
MGI:102768	Mfge8	17304
MGI:102769	Mcpt-ps1	17223
MGI:102770	Guca1a	14913
MGI:102772	Gbp2	14469
MGI:102773	Ces3a	382053
MGI:102774	Aimp1	13722
MGI:102776	Ap1m1	11767
MGI:102778	Six2	20472
MGI:102779	Fen1	14156
MGI:102780	Six1	20471
MGI:102784	Tgfb1i1	21804
MGI:102785	Sva	20939
MGI:102788	Rph3a	19894
MGI:102789	Rab20	19332
MGI:102790	Rab18	19330
MGI:102791	Prph2	19133
MGI:102793	Fstl1	14314
MGI:102794	Akap4	11643
MGI:102795	Fgl1	234199
MGI:102797	Acsl1	14081
MGI:102805	Entpd1	12495
MGI:102806	Acvr2a	11480
MGI:102809	Sars	20226
MGI:102810	Lmo3	109593
MGI:102811	Lmo2	16909
MGI:102812	Lmo1	109594
MGI:102844	Mybpc3	17868
MGI:102845	Bdkrb2	12062
MGI:102848	Serpina3c	16625
MGI:102849	Klkb1	16621
MGI:102850	Klk1	16612
MGI:102851	Pdx1	18609
MGI:102853	Elk4	13714
MGI:102854	Rpl5	100503670
MGI:102855	Snord21	null
MGI:102858	Fosl2	14284
MGI:102889	Vcan	13003
MGI:102890	Ccng1	12450
MGI:102891	Adcy7	11513
MGI:102896	Sult1a1	20887
MGI:102897	Pcsk6	18553
MGI:102918	Dgkq	110524
MGI:102928	Sult1c1	20888
MGI:102934	Scx	20289
MGI:102935	Pou6f1	19009
MGI:102944	Ube2b	22210
MGI:102949	Foxn1	15218
MGI:102952	Dgka	13139
MGI:102956	Cdk7	12572
MGI:102958	Uba1y-ps2	22204
MGI:102959	Ube2a	22209
MGI:102960	Txk	22165
MGI:102963	Inmt	21743
MGI:102964	Srprb	20818
MGI:102965	Scn7a	20272
MGI:102966	Ptgdr	19214
MGI:102967	Mtnr1a	17773
MGI:102968	Klra8	16639
MGI:102969	Gcsam	14525
MGI:103006	Epb41l5	226352
MGI:103007	Epb41l4a	13824
MGI:103008	Epb41l3	13823
MGI:103009	Epb41l2	13822
MGI:103010	Epb41l1	13821
MGI:103011	Ccr7	12775
MGI:103012	E2f4	104394
MGI:103013	Cacna1c	12288
MGI:103014	Il15	16168
MGI:103016	Ppp1ca	19045
MGI:103017	Fcgrt	14132
MGI:103018	Fau-ps2	14111
MGI:103020	Syn2	20965
MGI:103021	Recql	19691
MGI:103022	Reln	19699
MGI:103025	Mtx1	17827
MGI:103027	Tarbp2	21357
MGI:103028	Ryk-ps1	111178
MGI:103029	Mdk-ps1	17243
MGI:103030	Fau-ps1	14110
MGI:103032	Scg3	20255
MGI:103033	Scg2	20254
MGI:103034	Stat6	20852
MGI:103035	Stat5b	20851
MGI:103036	Stat5a	20850
MGI:103038	Stat3	20848
MGI:103039	Stat2	20847
MGI:103040	Rsu1	20163
MGI:103060	Ecm1	13601
MGI:103062	Stat4	20849
MGI:103063	Stat1	20846
MGI:103064	Ddx3x	13205
MGI:103067	Atrx	22589
MGI:103070	H2-Ab1	14961
MGI:103071	Rangap1	19387
MGI:103072	Zyx	22793
MGI:103073	Zp1	22786
MGI:103075	Wee1	22390
MGI:103076	Vdr	22337
MGI:103077	Stx3	20908
MGI:103078	Spr	20751
MGI:103079	Pura	19290
MGI:103080	Pigr	18703
MGI:103097	Anapc1	17222
MGI:103098	Pdpn	14726
MGI:103099	Cox6a1	12861
MGI:103100	Car7	12354
MGI:103107	F10	14058
MGI:103109	Pafah1b1-ps2	100418400
MGI:103115	Pafah1b1-ps1	18473
MGI:103118	Btn1a1	12231
MGI:103123	Serpinb6a	20719
MGI:103124	Barx1	12022
MGI:103144	Pou2f3-rs1	671141
MGI:103147	Dync1h1	13424
MGI:103149	Uchl1	22223
MGI:103150	Slc12a1	20495
MGI:103151	Pltp	18830
MGI:103156	Gabrg1	14405
MGI:103157	Dnase1	13419
MGI:103159	Cish	12700
MGI:103163	Azgp1	12007
MGI:103164	Mif-ps3	619750
MGI:103169	Scn8a	20273
MGI:103170	Gfi1	14581
MGI:103171	Mif-ps7	111248
MGI:103172	Zfp354a	21408
MGI:103177	Mpz	17528
MGI:103178	Vegfa	22339
MGI:103180	Tcf19	106795
MGI:103181	Sod3	20657
MGI:103182	Slc19a1	20509
MGI:103185	Uimc1	20184
MGI:103186	Rn7sk	19817
MGI:103187	Nqo1	18104
MGI:103188	Nfib	18028
MGI:103189	Mmp7	17393
MGI:103190	Muc13	17063
MGI:103197	Mcm5	17218
MGI:103198	Cdc25a	12530
MGI:103199	Mcm4	17217
MGI:103201	Aqp1	11826
MGI:103202	Adsl	11564
MGI:103203	Eif3s6-ps1	16342
MGI:103204	Eif3s6-ps2	16343
MGI:103206	Acod1	16365
MGI:103209	Slc17a1	20504
MGI:103210	Eif3s6-ps4	16345
MGI:103211	Hoxb3os	102632302
MGI:103213	Eif3s6-ps3	16344
MGI:103219	Meox2	17286
MGI:103220	Meox1	17285
MGI:103221	Dsc2	13506
MGI:103222	Zbtb16	235320
MGI:103223	Vhl	22346
MGI:103224	Fdx1	14148
MGI:103225	Cyp4b1	13120
MGI:103226	Cox7c	12867
MGI:103227	Cmah	12763
MGI:103232	Grb10	14783
MGI:103234	Herc2	15204
MGI:103236	Efna1	13636
MGI:103238	Cyp2c29	13095
MGI:103239	Tfap4	83383
MGI:103241	Slk	20874
MGI:103247	Plk-ps1	18818
MGI:103248	Phc1	13619
MGI:103249	Calm3	12315
MGI:103250	Calm2	12314
MGI:103251	Acly	104112
MGI:103253	Cyb561	13056
MGI:103254	Rpia	19895
MGI:103257	Inpp5b	16330
MGI:103258	Adad1	21744
MGI:103262	Yap1	22601
MGI:103263	Mcf2l	17207
MGI:103264	Arhgef2	16800
MGI:103265	Frk	14302
MGI:103266	Fgl2	14190
MGI:103267	Eif4ebp1	13685
MGI:103268	Dnajc1	13418
MGI:103270	Tfeb	21425
MGI:103285	Atp6v1b1	110935
MGI:103286	Atp6v0a1	11975
MGI:103287	Zrsr2	22184
MGI:103288	Polr1c	20016
MGI:103289	Relb	19698
MGI:103290	Rela	19697
MGI:103291	Rai1	19377
MGI:103292	Rab19	19331
MGI:103293	Ptpn13	19249
MGI:103294	Prg2	19074
MGI:103295	Pon1	18979
MGI:103296	Nfatc3	18021
MGI:103297	Atp7b	11979
MGI:103298	Apobec1	11810
MGI:103300	Rbl1	19650
MGI:103301	Cacnb4	12298
MGI:103302	Bmp7	12162
MGI:103305	Alk	11682
MGI:103306	Tiam1	21844
MGI:103307	Cacnb3	12297
MGI:103309	Flot2	14252
MGI:103310	Ptprk	19272
MGI:103555	Clcn3	12725
MGI:103556	Cxcl12	20315
MGI:103557	Xpc	22591
MGI:103559	Sox18	20672
MGI:103560	Kpna1	16646
MGI:103561	Kpna2	16647
MGI:103562	Hsd11b1	15483
MGI:103566	Cd6	12511
MGI:103567	Cxcr5	12145
MGI:103569	Xk	22439
MGI:103572	Cebpe	110794
MGI:103573	Cebpd	12609
MGI:103574	Amph	218038
MGI:103575	Skp1a	21402
MGI:103576	Ccl11	20292
MGI:103577	Hand1	15110
MGI:103579	Madcam1	17123
MGI:103580	Hand2	15111
MGI:103581	Musk	18198
MGI:103582	Ercc5	22592
MGI:104288	Pms2	18861
MGI:104294	Tyro3	22174
MGI:104295	Sla	20491
MGI:104296	Nova2	384569
MGI:104297	Nova1	664883
MGI:104311	Ptger4	19219
MGI:104327	Nog	18121
MGI:104328	Rhbdf1	13650
MGI:104336	Cryba2	12958
MGI:104510	Myo7a	17921
MGI:104511	Tnfsf4	22164
MGI:104512	Tnfrsf4	22163
MGI:104513	Nqo2	18105
MGI:104515	Bmp8a	12163
MGI:104516	Slc23a3	22626
MGI:104517	Xrcc5	22596
MGI:104518	Cntn2	21367
MGI:104522	Phxr4	18689
MGI:104524	Phxr2	null
MGI:104526	Mef2b	17259
MGI:104528	S100g	12309
MGI:104532	Mgat3	17309
MGI:104533	Ccl9	20308
MGI:104535	Pemt	18618
MGI:104537	Brca1	12189
MGI:104539	Apof	103161
MGI:104540	Clec3b	21922
MGI:104541	Gcdh	270076
MGI:104546	Amy2-ps1	668723
MGI:104547	Amy2b	545562
MGI:104548	Amy2a1	100043207
MGI:104552	Tns1	21961
MGI:104554	Mitf	17342
MGI:104555	Mafb	16658
MGI:104556	Cdkn1a	12575
MGI:104557	Rps6ka3	110651
MGI:104558	Rps6ka1	20111
MGI:104559	Rcn1	19672
MGI:104560	Nsf	18195
MGI:104561	Napg	108123
MGI:104562	Napb	17957
MGI:104563	Napa	108124
MGI:104564	Cdkn1c	12577
MGI:104565	Cdkn1b	12576
MGI:104566	Fgd1	14163
MGI:104568	Hcls1	15163
MGI:104571	Clcn4	12727
MGI:104572	Limk1	16885
MGI:104574	Ptprj	19271
MGI:104576	Lct	226413
MGI:104579	Il12rb1	16161
MGI:104580	Rapgef1	107746
MGI:104581	Gnb4	14696
MGI:104582	Eps15l1	13859
MGI:104583	Eps15	13858
MGI:104589	Actg2	11468
MGI:104590	Acrv1	11451
MGI:104591	Nbl1	17965
MGI:104592	Myef2	17876
MGI:104593	Xcl1	16963
MGI:104594	Fth-ps2	14321
MGI:104596	Procr	19124
MGI:104597	Tnnt2	21956
MGI:104602	Prpf39	328110
MGI:104603	Sh3bp1	20401
MGI:104604	Rnu1b6	19847
MGI:104605	Rasl2-9	19428
MGI:104606	Rab34	19376
MGI:104611	Mdfic	16543
MGI:104614	Cox6c	12864
MGI:104615	Cnr1	12801
MGI:104616	Ccr3	12771
MGI:104617	Ccr1l1	12770
MGI:104618	Ccr1	12768
MGI:104621	Alx1	216285
MGI:104623	Fth-ps3	14322
MGI:104624	Rnu1b2	19845
MGI:104626	Strbp	20744
MGI:104627	Dst	13518
MGI:104629	Penk	18619
MGI:104630	Wars	22375
MGI:104631	Utrn	22288
MGI:104632	Ube2h	22214
MGI:104633	Tle4	21888
MGI:104634	Tle3	21887
MGI:104635	Tle2	21886
MGI:104636	Tle1	21885
MGI:104637	Tgfbr3	21814
MGI:104638	Tff3	21786
MGI:104640	Rab17	19329
MGI:104641	Ptx3	19288
MGI:104642	Pla2g2a	18780
MGI:104643	Pdcd2	18567
MGI:104644	Il15ra	16169
MGI:104645	Hsd3b5	15496
MGI:104647	Fut4-ps1	14346
MGI:104648	Fbrs	14123
MGI:104649	Cox6a2	12862
MGI:104650	Cnr2	12802
MGI:104651	Cd82	12521
MGI:104652	Capzb	12345
MGI:104653	Atp2b1	67972
MGI:104654	Atoh1	11921
MGI:104655	Ambn	11698
MGI:104658	T2	21331
MGI:104659	Dll1	13388
MGI:104661	Rora	19883
MGI:104662	Pml	18854
MGI:104663	Lep	16846
MGI:104664	Tcf15	21407
MGI:104665	Soat1	20652
MGI:104667	Hmmr	15366
MGI:104669	Man2a1	17158
MGI:104670	Fkbp5	14229
MGI:104671	Tfap2a	21418
MGI:104672	Tfap2b	21419
MGI:104673	Ptpn12	19248
MGI:104676	Man1a2	17156
MGI:104677	Man1a	17155
MGI:104678	Tm4sf1	17112
MGI:104680	Hspe1	15528
MGI:104681	Hgs	15239
MGI:104683	Fnta	14272
MGI:104684	Eps8	13860
MGI:104685	Twist2	13345
MGI:104686	Crkl	12929
MGI:104687	Col4a4	12829
MGI:104688	Col4a3	12828
MGI:104689	Cct4	12464
MGI:104692	Pcdh1	75599
MGI:104694	Ncan	13004
MGI:104695	Scnn1g	20278
MGI:104696	Scnn1b	20277
MGI:104697	Muc5ac	17833
MGI:104698	Lim2	233187
MGI:104708	Cct3	12462
MGI:104709	Wbp2	22378
MGI:104710	Wbp1	22377
MGI:104713	Olfr6	233670
MGI:104715	Olfr11	218066
MGI:104716	Nnat	18111
MGI:104717	Meis1	17268
MGI:104719	Ndst1	15531
MGI:104720	Hsd11b2	15484
MGI:104721	Got2-ps1	14720
MGI:104723	Fgf9	14180
MGI:104724	Fdxr	14149
MGI:104725	Atn1	13498
MGI:104726	Cplx2	12890
MGI:104727	Cplx1	12889
MGI:104728	Caml	12328
MGI:104729	Akap1	11640
MGI:104730	Adam5	11499
MGI:104731	Adam4	11498
MGI:104732	Rbmy	19657
MGI:104735	Gt(ROSA)26Sor	14910
MGI:104736	Evi5	14020
MGI:104737	Cdkn2b	12579
MGI:104738	Cdkn2a	12578
MGI:104740	Ppara	19013
MGI:104741	Nfkbia	18035
MGI:104742	Kcnj3	16519
MGI:104743	Kcnj4	16520
MGI:104744	Kcnj2	16518
MGI:104745	Sez6	20370
MGI:104747	Pkia	18767
MGI:104748	Peg3	18616
MGI:104749	Osm	18413
MGI:104750	Nrcam	319504
MGI:104752	Nfkbib	18036
MGI:104753	Nfasc	269116
MGI:104754	Sik1	17691
MGI:104755	Kcnj5	16521
MGI:104756	Itga9	104099
MGI:104757	Ephb4	13846
MGI:104763	Hmgb1-rs18	15298
MGI:104764	Hmgb1-rs17	628431
MGI:104765	Hmgb1-rs16	15296
MGI:104767	Gpx4	625249
MGI:104768	Gast	14459
MGI:104769	Fkbp10	14230
MGI:104770	Ephb3	13845
MGI:104771	Erbb4	13869
MGI:104772	Cdk2	12566
MGI:104773	Adra1a	11549
MGI:104774	Adra1b	11548
MGI:104778	Plcb3	18797
MGI:104779	Prkdc	19090
MGI:104781	Kcnj6	16522
MGI:104783	Atxn1	20238
MGI:104785	Myo6	17920
MGI:104786	Zfp90	22751
MGI:104790	Smyd1	12180
MGI:104793	Runx1t1	12395
MGI:104796	Ltb	16994
MGI:104797	Lta	16992
MGI:104798	Tnf	21926
MGI:104799	Pea15a	18611
MGI:104803	Siae	22619
MGI:104805	Snrpb2	20639
MGI:104806	Nkx1-2	20231
MGI:104807	Pls3	102866
MGI:104808	Lcp1	18826
MGI:104809	Pls1	102502
MGI:104810	Plaa	18786
MGI:104811	Sub1	20024
MGI:104812	Olfr13	18310
MGI:104813	Jarid2	16468
MGI:104814	Ier3	15937
MGI:104815	Ier2	15936
MGI:104816	Hnrnpl	15388
MGI:104819	Hnrnpa2b1	53379
MGI:104820	Hnrnpa1	15382
MGI:104837	Amz2	100503496
MGI:104838	Spata13	219140
MGI:104841	Cpox	12892
MGI:104842	Coil	12812
MGI:104847	Adora3	11542
MGI:104848	Inpp1	16329
MGI:104849	Cd55b	13137
MGI:104850	Cd55	13136
MGI:104853	Hes1	15205
MGI:104854	Zfp91	109910
MGI:104855	Atp6v0a2	21871
MGI:104856	Rorc	19885
MGI:104857	Ptcra	19208
MGI:104859	Selenbp2	20342
MGI:104860	Fxr1	14359
MGI:104861	Bcat1	12035
MGI:104864	Pdia4	12304
MGI:104867	Lbx1	16814
MGI:104871	Ppp1cb	19046
MGI:104872	Ppp1cc	19047
MGI:104873	Aga	11593
MGI:104874	Akt2	11652
MGI:104875	Ltbr	17000
MGI:104876	Hes5	15208
MGI:104877	Hes3	15207
MGI:104878	Prkar1a	19084
MGI:104879	Pdcd1	18566
MGI:104880	Psmb6	19175
MGI:104883	Psma3	19167
MGI:104884	Psmb1	19170
MGI:104885	Psma2	19166
MGI:104886	Gpx5	14780
MGI:104887	Gpx1	14775
MGI:104888	Fdps	110196
MGI:104889	Ubp1	22221
MGI:104890	Tpt1	22070
MGI:104896	Srsf9	108014
MGI:104897	Rest	19712
MGI:104898	Gpcpd1	74182
MGI:104899	Mob4	19070
MGI:104900	Nup88	19069
MGI:104902	Gpc4	14735
MGI:104903	Gpc3	14734
MGI:104904	Tead2	21677
MGI:104905	Bc1	100568459
MGI:104908	Ptk2b	19229
MGI:104912	Sf3a2	20222
MGI:104913	Abi1	11308
MGI:104960	Tnfaip2	21928
MGI:104961	Tnfaip1	21927
MGI:104962	Pomc-ps1	18977
MGI:104963	Npy1r	18166
MGI:104964	Spn-ps	20738
MGI:104965	Zp3r	22789
MGI:104966	Syt17	110058
MGI:104967	Glg1	20340
MGI:104968	Ppox	19044
MGI:104971	Srxn1	76650
MGI:104972	Npn2	null
MGI:104974	Mup5	17844
MGI:104975	Il1rap	16180
MGI:104976	Ddx6	13209
MGI:104978	Cyp7b1	13123
MGI:104979	Cnn1	12797
MGI:104982	Cebpg	12611
MGI:104984	Ang2	11731
MGI:104985	Ang-ps2	100302294
MGI:104986	Ang-ps1	11728
MGI:104987	Mxd3	17121
MGI:104990	Gclc	14629
MGI:104991	Mxd4	17122
MGI:104992	Crybb1	12960
MGI:104993	Lepr	16847
MGI:104995	Gclm	14630
MGI:105037	Ddx5	13207
MGI:105043	Ahr	11622
MGI:105044	Ttf1	22130
MGI:105045	Serpina3n	20716
MGI:105046	Serpina3g	20715
MGI:105047	Psmc5	19184
MGI:105049	P2ry1	18441
MGI:105050	Mtf2	17765
MGI:105051	Ksr1	16706
MGI:105052	Il13ra1	16164
MGI:105053	Hsph1	15505
MGI:105055	Cyp2a12	13085
MGI:105056	Cobl	12808
MGI:105057	Cdh5	12562
MGI:105058	Atp2a1	11937
MGI:105059	Was	22376
MGI:105060	Dgkg	110197
MGI:105061	Clcn2	12724
MGI:105062	Amhr2	110542
MGI:105064	Slc9a3	105243
MGI:105065	Rab24	19336
MGI:105066	Rab10	19325
MGI:105068	Rab7	19349
MGI:105069	Rab4a	19341
MGI:105070	Tnni2	21953
MGI:105071	Rab4b	19342
MGI:105072	Rab22a	19334
MGI:105073	Tnni1	21952
MGI:105074	Slc9a4	110895
MGI:105075	Slc9a2	226999
MGI:105077	Hsd17b1	15485
MGI:105080	Tgoln1	22134
MGI:105081	Tes	21753
MGI:105082	Ssr1	107513
MGI:105083	Slc1a1	20510
MGI:105084	Satb1	20230
MGI:105085	Rbl2	19651
MGI:105086	Pou2af1	18985
MGI:105088	Ntn1	18208
MGI:105089	Hsd17b4	15488
MGI:105090	Slc6a5	104245
MGI:105091	E2f5	13559
MGI:105093	Cnn2	12798
MGI:105094	Adcyap1	11516
MGI:105095	Pgf	18654
MGI:105097	Efnb2	13642
MGI:105098	Ube3a	22215
MGI:105099	Pcolce	18542
MGI:105100	Ctnnd1	12388
MGI:105101	Rnu7-ps3	19869
MGI:105102	Gpx3	14778
MGI:105103	Rprl3	null
MGI:105104	Rprl2	19784
MGI:105105	Rprl1	19783
MGI:105107	P2ry2	18442
MGI:105108	Nin	18080
MGI:105109	Mageb3	17147
MGI:105110	Rps2	16898
MGI:105112	Hpx	15458
MGI:105115	Ctf1	13019
MGI:105117	Mageb2	17146
MGI:105118	Mageb1	17145
MGI:105119	Gucy2f	245650
MGI:105120	Dusp1	19252
MGI:105121	Atf6b	12915
MGI:105123	Gucy2e	14919
MGI:105124	Stt3a	16430
MGI:105125	Eif1	20918
MGI:105126	Rad23a	19358
MGI:105128	Rad23b	19359
MGI:105303	Cxcr2	12765
MGI:105304	Il6ra	16194
MGI:105305	Slc1a5	20514
MGI:105306	Rab5c	19345
MGI:105307	Ptpn3	545622
MGI:105308	Pnoc	18155
MGI:105311	Efs	13644
MGI:105312	Csn1s2b	12992
MGI:105313	Cit	12704
MGI:105314	H2-Pa	15003
MGI:105367	Il4ra	16190
MGI:105368	Atp2b2	11941
MGI:105369	Cbx1	12412
MGI:105370	Bst1	12182
MGI:105371	Spock1	20745
MGI:105372	Sstr4	20608
MGI:105373	Ptch1	19206
MGI:105374	Npy4r	19065
MGI:105376	Adam9	11502
MGI:105377	Adam19	11492
MGI:105378	Adam12	11489
MGI:105380	Mcm2	17216
MGI:105381	Rpsa	16785
MGI:105382	Lama5	16776
MGI:105383	Il18r1	16182
MGI:105384	Hspa8	15481
MGI:105386	Dbt	13171
MGI:105387	Cdkn2d	12581
MGI:105388	Cdkn2c	12580
MGI:105393	Dmc1	13404
MGI:105490	Gramd1a	52857
MGI:105491	Cdipt	52858
MGI:105492	Lair1	52855
MGI:105870	Micall1	27008
MGI:105917	Fer	14158
MGI:105921	Zfp97	22759
MGI:105922	Rpl13	270106
MGI:105923	Ednra	13617
MGI:105925	Cdo1	12583
MGI:105926	Rab5a	271457
MGI:105931	Sycp1	20957
MGI:105932	Inhbc	16325
MGI:105933	Rab3ip	216363
MGI:105937	Cfi	12630
MGI:105938	Rab5b	19344
MGI:105940	Renbp	19703
MGI:105941	Mpp1	17524
MGI:105942	Hcfc1	15161
MGI:105943	Rpl10	110954
MGI:105949	Dcpp1	13184
MGI:105956	Pde6c	110855
MGI:105958	Cox8b	12869
MGI:105959	Cox8a	12868
MGI:105968	Txlna	109658
MGI:105972	Cd63-ps	626721
MGI:105975	Cfb	14962
MGI:105976	Myo5a	17918
MGI:105977	G6pd2	14380
MGI:105979	G6pdx	14381
MGI:105980	Cntn1	12805
MGI:105982	Rfx1	19724
MGI:105983	Ngp	18054
MGI:105984	Adam24	13526
MGI:105985	Adam26a	13525
MGI:105986	Adam18	13524
MGI:105988	Adam28	13522
MGI:105992	Tkt	21881
MGI:106008	Anxa5	11747
MGI:106011	St8sia1	20449
MGI:106012	Tagln	21345
MGI:106013	Slc16a1	20501
MGI:106014	Nudc	18221
MGI:106015	Cox7a2l	20463
MGI:106016	Tra2b	20462
MGI:106018	St8sia4	20452
MGI:106019	St8sia3	20451
MGI:106020	St8sia2	20450
MGI:106021	Sbp	20234
MGI:106022	Rpl26	19941
MGI:106023	Hmga2-ps1	15365
MGI:106025	Gucy2g	73707
MGI:106026	Gstm3	14864
MGI:106028	Rhoc	11853
MGI:106030	Gucy2d	14918
MGI:106032	Tfap2c	21420
MGI:106034	Six4	20474
MGI:106035	Mki67	17345
MGI:106036	Lrrn3	16981
MGI:106037	Lrrn2	16980
MGI:106038	Lrrn1	16979
MGI:106039	Dtna	13527
MGI:106040	Cyp51	13121
MGI:106054	Psmc1	19179
MGI:106065	Ppm1g	14208
MGI:106066	Ptafr	19204
MGI:106067	Smc2	14211
MGI:106091	Cyp7a1	13122
MGI:106092	Etfa	110842
MGI:106095	Naca	17938
MGI:106096	Loxl1	16949
MGI:106098	Etfb	110826
MGI:106099	Cyp3a16	13114
MGI:106100	Etfdh	66841
MGI:106178	Svs6	20945
MGI:106179	Shc3	20418
MGI:106180	Shc2	216148
MGI:106181	Mybbp1a	18432
MGI:106182	Olfr15	18312
MGI:106183	Ocln	18260
MGI:106184	Npm1	18148
MGI:106185	Ccr2	12772
MGI:106188	Gstt2	14872
MGI:106190	Bcl11a	14025
MGI:106196	Stfa3	20863
MGI:106197	Stfa2	20862
MGI:106198	Stfa1	20861
MGI:106199	Vegfb	22340
